G2longitude,G2latitude,G2year,G2month,G2depth,G2tco2,Ocean_Region
-173.25,80.147,1994.0,8.0,1452.0,2158.6,Pacific
-173.25,80.147,1994.0,8.0,1577.0,2154.6,Pacific
-173.25,80.147,1994.0,8.0,1702.0,2159.9,Pacific
-173.25,80.147,1994.0,8.0,1902.0,2160.5,Pacific
-173.25,80.147,1994.0,8.0,2101.0,2161.6,Pacific
-173.25,80.147,1994.0,8.0,2301.0,2159.9,Pacific
-173.25,80.147,1994.0,8.0,2450.0,2163.7,Pacific
-173.25,80.147,1994.0,8.0,2649.0,2161.5,Pacific
-176.77,80.157,1994.0,8.0,10.0,2057.0,Pacific
-176.77,80.157,1994.0,8.0,20.0,2062.2,Pacific
-176.77,80.157,1994.0,8.0,30.0,2067.2,Pacific
-176.77,80.157,1994.0,8.0,46.0,2104.2,Pacific
-176.77,80.157,1994.0,8.0,60.0,2135.0,Pacific
-176.77,80.157,1994.0,8.0,70.0,2146.7,Pacific
-176.77,80.157,1994.0,8.0,81.0,2145.0,Pacific
-176.77,80.157,1994.0,8.0,100.0,2148.6,Pacific
-176.77,80.157,1994.0,8.0,121.0,2150.0,Pacific
-176.77,80.157,1994.0,8.0,135.0,2151.3,Pacific
-176.77,80.157,1994.0,8.0,151.0,2152.0,Pacific
-176.77,80.157,1994.0,8.0,170.0,2152.2,Pacific
-176.77,80.157,1994.0,8.0,190.0,2154.9,Pacific
-176.77,80.157,1994.0,8.0,240.0,2147.2,Pacific
-176.77,80.157,1994.0,8.0,300.0,2153.6,Pacific
-176.77,80.157,1994.0,8.0,350.0,2151.9,Pacific
-176.77,80.157,1994.0,8.0,400.0,2152.8,Pacific
-176.77,80.157,1994.0,8.0,450.0,2153.7,Pacific
-176.77,80.157,1994.0,8.0,500.0,2154.9,Pacific
-176.77,80.157,1994.0,8.0,601.0,2155.1,Pacific
-176.77,80.157,1994.0,8.0,801.0,2150.7,Pacific
-176.77,80.157,1994.0,8.0,901.0,2159.8,Pacific
-176.77,80.157,1994.0,8.0,1000.0,2159.0,Pacific
-176.77,80.157,1994.0,8.0,1201.0,2161.9,Pacific
-176.77,80.157,1994.0,8.0,1401.0,2157.2,Pacific
-176.77,80.157,1994.0,8.0,1600.0,2157.5,Pacific
-176.77,80.157,1994.0,8.0,1801.0,2154.6,Pacific
-176.77,80.157,1994.0,8.0,2001.0,2157.1,Pacific
-176.77,80.157,1994.0,8.0,2100.0,2155.0,Pacific
-178.63,80.33,1994.0,8.0,11.0,2069.4,Pacific
-178.63,80.33,1994.0,8.0,26.0,2075.0,Pacific
-178.63,80.33,1994.0,8.0,36.0,2096.8,Pacific
-178.63,80.33,1994.0,8.0,46.0,2123.6,Pacific
-178.63,80.33,1994.0,8.0,56.0,2136.3,Pacific
-178.63,80.33,1994.0,8.0,66.0,2148.0,Pacific
-178.63,80.33,1994.0,8.0,77.0,2151.7,Pacific
-178.63,80.33,1994.0,8.0,87.0,2150.7,Pacific
-178.63,80.33,1994.0,8.0,96.0,2145.8,Pacific
-178.63,80.33,1994.0,8.0,111.0,2144.3,Pacific
-178.63,80.33,1994.0,8.0,131.0,2149.9,Pacific
-178.63,80.33,1994.0,8.0,151.0,2150.8,Pacific
-178.63,80.33,1994.0,8.0,171.0,2149.6,Pacific
-178.63,80.33,1994.0,8.0,201.0,2143.9,Pacific
-178.63,80.33,1994.0,8.0,236.0,2144.8,Pacific
-178.63,80.33,1994.0,8.0,271.0,2147.2,Pacific
-178.63,80.33,1994.0,8.0,311.0,2146.7,Pacific
-178.63,80.33,1994.0,8.0,381.0,2153.7,Pacific
-178.63,80.33,1994.0,8.0,451.0,2150.6,Pacific
-178.63,80.33,1994.0,8.0,551.0,2157.5,Pacific
-178.63,80.33,1994.0,8.0,651.0,2153.5,Pacific
-178.63,80.33,1994.0,8.0,751.0,2159.4,Pacific
-178.63,80.33,1994.0,8.0,901.0,2159.0,Pacific
-178.63,80.33,1994.0,8.0,1051.0,2162.0,Pacific
-178.63,80.33,1994.0,8.0,1199.0,2161.0,Pacific
-178.63,80.33,1994.0,8.0,1323.0,2164.8,Pacific
-178.63,80.33,1994.0,8.0,1418.0,2160.7,Pacific
179.99,80.713,1994.0,8.0,10.0,2080.3,Pacific
179.99,80.713,1994.0,8.0,20.0,2083.9,Pacific
179.99,80.713,1994.0,8.0,30.0,2101.4,Pacific
179.99,80.713,1994.0,8.0,45.0,2132.3,Pacific
179.99,80.713,1994.0,8.0,55.0,2136.4,Pacific
179.99,80.713,1994.0,8.0,65.0,2141.7,Pacific
179.99,80.713,1994.0,8.0,80.0,2149.5,Pacific
179.99,80.713,1994.0,8.0,90.0,2143.7,Pacific
179.99,80.713,1994.0,8.0,100.0,2146.1,Pacific
179.99,80.713,1994.0,8.0,115.0,2147.3,Pacific
179.99,80.713,1994.0,8.0,130.0,2149.2,Pacific
179.99,80.713,1994.0,8.0,150.0,2148.0,Pacific
179.99,80.713,1994.0,8.0,170.0,2149.4,Pacific
179.99,80.713,1994.0,8.0,200.0,2145.1,Pacific
179.99,80.713,1994.0,8.0,230.0,2149.3,Pacific
179.99,80.713,1994.0,8.0,270.0,2147.8,Pacific
179.99,80.713,1994.0,8.0,310.0,2151.8,Pacific
179.99,80.713,1994.0,8.0,380.0,2151.8,Pacific
179.99,80.713,1994.0,8.0,451.0,2153.2,Pacific
179.99,80.713,1994.0,8.0,550.0,2157.6,Pacific
179.99,80.713,1994.0,8.0,650.0,2161.5,Pacific
179.99,80.713,1994.0,8.0,750.0,2158.4,Pacific
179.99,80.713,1994.0,8.0,899.0,2160.4,Pacific
179.99,80.713,1994.0,8.0,1049.0,2161.5,Pacific
179.99,80.713,1994.0,8.0,1197.0,2164.7,Pacific
179.99,80.713,1994.0,8.0,1395.0,2161.3,Pacific
179.99,80.713,1994.0,8.0,1496.0,2159.1,Pacific
179.99,80.713,1994.0,8.0,1566.0,2159.2,Pacific
179.99,80.713,1994.0,8.0,1591.0,2158.4,Pacific
179.99,80.713,1994.0,8.0,1616.0,2159.8,Pacific
179.99,80.713,1994.0,8.0,1625.0,2159.0,Pacific
179.02,81.243,1994.0,8.0,11.0,2095.8,Pacific
179.02,81.243,1994.0,8.0,26.0,2099.2,Pacific
179.02,81.243,1994.0,8.0,36.0,2122.3,Pacific
179.02,81.243,1994.0,8.0,46.0,2134.7,Pacific
179.02,81.243,1994.0,8.0,56.0,2138.0,Pacific
179.02,81.243,1994.0,8.0,66.0,2134.1,Pacific
179.02,81.243,1994.0,8.0,76.0,2144.1,Pacific
179.02,81.243,1994.0,8.0,91.0,2151.0,Pacific
179.02,81.243,1994.0,8.0,111.0,2150.3,Pacific
179.02,81.243,1994.0,8.0,132.0,2151.3,Pacific
179.02,81.243,1994.0,8.0,151.0,2156.3,Pacific
179.02,81.243,1994.0,8.0,171.0,2152.0,Pacific
179.02,81.243,1994.0,8.0,201.0,2153.1,Pacific
179.02,81.243,1994.0,8.0,230.0,2149.4,Pacific
179.02,81.243,1994.0,8.0,271.0,2150.2,Pacific
179.02,81.243,1994.0,8.0,296.0,2148.7,Pacific
179.02,81.243,1994.0,8.0,341.0,2150.8,Pacific
179.02,81.243,1994.0,8.0,421.0,2151.3,Pacific
179.02,81.243,1994.0,8.0,501.0,2154.7,Pacific
179.02,81.243,1994.0,8.0,600.0,2156.7,Pacific
179.02,81.243,1994.0,8.0,725.0,2161.3,Pacific
179.02,81.243,1994.0,8.0,849.0,2161.9,Pacific
179.02,81.243,1994.0,8.0,980.0,2157.5,Pacific
179.02,81.243,1994.0,8.0,1079.0,2163.5,Pacific
179.02,81.243,1994.0,8.0,1180.0,2165.8,Pacific
179.02,81.243,1994.0,8.0,1300.0,2162.3,Pacific
179.02,81.243,1994.0,8.0,1400.0,2161.3,Pacific
179.02,81.243,1994.0,8.0,1550.0,2156.5,Pacific
179.02,81.243,1994.0,8.0,1799.0,2154.8,Pacific
179.02,81.243,1994.0,8.0,2197.0,2159.1,Pacific
176.88,81.578,1994.0,8.0,10.0,2086.1,Pacific
176.88,81.578,1994.0,8.0,20.0,2090.0,Pacific
176.88,81.578,1994.0,8.0,20.0,2092.9,Pacific
176.88,81.578,1994.0,8.0,30.0,2110.9,Pacific
176.88,81.578,1994.0,8.0,40.0,2134.6,Pacific
176.88,81.578,1994.0,8.0,55.0,2137.8,Pacific
176.88,81.578,1994.0,8.0,70.0,2144.9,Pacific
176.88,81.578,1994.0,8.0,85.0,2147.7,Pacific
176.88,81.578,1994.0,8.0,100.0,2150.2,Pacific
176.88,81.578,1994.0,8.0,115.0,2149.1,Pacific
176.88,81.578,1994.0,8.0,131.0,2152.6,Pacific
176.88,81.578,1994.0,8.0,150.0,2154.4,Pacific
176.88,81.578,1994.0,8.0,170.0,2150.0,Pacific
176.88,81.578,1994.0,8.0,200.0,2149.2,Pacific
176.88,81.578,1994.0,8.0,235.0,2148.8,Pacific
176.88,81.578,1994.0,8.0,270.0,2149.8,Pacific
176.88,81.578,1994.0,8.0,310.0,2149.9,Pacific
176.88,81.578,1994.0,8.0,429.0,2152.1,Pacific
176.88,81.578,1994.0,8.0,500.0,2154.1,Pacific
176.88,81.578,1994.0,8.0,580.0,2155.1,Pacific
176.88,81.578,1994.0,8.0,750.0,2157.0,Pacific
176.88,81.578,1994.0,8.0,899.0,2161.4,Pacific
176.88,81.578,1994.0,8.0,1050.0,2159.8,Pacific
176.88,81.578,1994.0,8.0,1199.0,2158.2,Pacific
176.88,81.578,1994.0,8.0,1399.0,2154.6,Pacific
176.88,81.578,1994.0,8.0,1599.0,2152.2,Pacific
176.88,81.578,1994.0,8.0,1799.0,2156.0,Pacific
176.88,81.578,1994.0,8.0,1998.0,2154.5,Pacific
176.88,81.578,1994.0,8.0,2198.0,2157.1,Pacific
176.88,81.578,1994.0,8.0,2398.0,2156.1,Pacific
176.88,81.578,1994.0,8.0,2517.0,2158.1,Pacific
175.67,82.473,1994.0,8.0,13.0,2102.9,Pacific
175.67,82.473,1994.0,8.0,28.0,2105.7,Pacific
175.67,82.473,1994.0,8.0,28.0,2106.2,Pacific
175.67,82.473,1994.0,8.0,43.0,2125.2,Pacific
175.67,82.473,1994.0,8.0,53.0,2137.4,Pacific
175.67,82.473,1994.0,8.0,63.0,2142.2,Pacific
175.67,82.473,1994.0,8.0,73.0,2152.3,Pacific
175.67,82.473,1994.0,8.0,83.0,2153.2,Pacific
175.67,82.473,1994.0,8.0,98.0,2154.1,Pacific
175.67,82.473,1994.0,8.0,118.0,2156.9,Pacific
175.67,82.473,1994.0,8.0,138.0,2152.7,Pacific
175.67,82.473,1994.0,8.0,168.0,2156.1,Pacific
175.67,82.473,1994.0,8.0,227.0,2153.0,Pacific
175.67,82.473,1994.0,8.0,252.0,2154.1,Pacific
175.67,82.473,1994.0,8.0,282.0,2152.4,Pacific
175.67,82.473,1994.0,8.0,327.0,2155.6,Pacific
175.67,82.473,1994.0,8.0,352.0,2154.6,Pacific
175.67,82.473,1994.0,8.0,401.0,2152.4,Pacific
175.67,82.473,1994.0,8.0,502.0,2156.2,Pacific
175.67,82.473,1994.0,8.0,602.0,2160.3,Pacific
175.67,82.473,1994.0,8.0,751.0,2162.7,Pacific
175.67,82.473,1994.0,8.0,901.0,2160.6,Pacific
175.67,82.473,1994.0,8.0,1051.0,2161.3,Pacific
175.67,82.473,1994.0,8.0,1201.0,2158.4,Pacific
175.67,82.473,1994.0,8.0,1350.0,2157.3,Pacific
175.67,82.473,1994.0,8.0,1501.0,2157.3,Pacific
175.67,82.473,1994.0,8.0,1700.0,2157.3,Pacific
175.67,82.473,1994.0,8.0,1900.0,2156.3,Pacific
175.67,82.473,1994.0,8.0,2099.0,2158.2,Pacific
175.67,82.473,1994.0,8.0,2299.0,2157.0,Pacific
175.67,82.473,1994.0,8.0,2424.0,2158.2,Pacific
173.94,83.173,1994.0,8.0,22.0,2101.2,Pacific
173.94,83.173,1994.0,8.0,32.0,2128.2,Pacific
173.94,83.173,1994.0,8.0,47.0,2137.3,Pacific
173.94,83.173,1994.0,8.0,62.0,2137.5,Pacific
173.94,83.173,1994.0,8.0,82.0,2138.6,Pacific
173.94,83.173,1994.0,8.0,92.0,2137.6,Pacific
173.94,83.173,1994.0,8.0,102.0,2138.0,Pacific
173.94,83.173,1994.0,8.0,117.0,2145.1,Pacific
173.94,83.173,1994.0,8.0,132.0,2152.3,Pacific
173.94,83.173,1994.0,8.0,152.0,2154.6,Pacific
173.94,83.173,1994.0,8.0,171.0,2159.0,Pacific
173.94,83.173,1994.0,8.0,201.0,2152.8,Pacific
173.94,83.173,1994.0,8.0,252.0,2148.9,Pacific
173.94,83.173,1994.0,8.0,301.0,2149.6,Pacific
173.94,83.173,1994.0,8.0,341.0,2150.3,Pacific
173.94,83.173,1994.0,8.0,411.0,2150.3,Pacific
173.94,83.173,1994.0,8.0,491.0,2152.4,Pacific
173.94,83.173,1994.0,8.0,571.0,2150.7,Pacific
173.94,83.173,1994.0,8.0,701.0,2152.2,Pacific
173.94,83.173,1994.0,8.0,901.0,2156.8,Pacific
173.94,83.173,1994.0,8.0,1101.0,2158.7,Pacific
173.94,83.173,1994.0,8.0,1301.0,2156.5,Pacific
173.94,83.173,1994.0,8.0,1501.0,2153.6,Pacific
173.94,83.173,1994.0,8.0,1701.0,2154.7,Pacific
173.94,83.173,1994.0,8.0,1901.0,2158.5,Pacific
173.94,83.173,1994.0,8.0,2100.0,2157.3,Pacific
173.94,83.173,1994.0,8.0,2300.0,2158.0,Pacific
173.94,83.173,1994.0,8.0,2500.0,2158.7,Pacific
173.94,83.173,1994.0,8.0,2699.0,2159.5,Pacific
173.94,83.173,1994.0,8.0,2898.0,2159.0,Pacific
173.94,83.173,1994.0,8.0,3083.0,2157.8,Pacific
175.07,84.063,1994.0,8.0,13.0,2036.5,Pacific
175.07,84.063,1994.0,8.0,23.0,2040.7,Pacific
175.07,84.063,1994.0,8.0,34.0,2098.2,Pacific
175.07,84.063,1994.0,8.0,43.0,2122.6,Pacific
175.07,84.063,1994.0,8.0,53.0,2133.5,Pacific
175.07,84.063,1994.0,8.0,63.0,2139.0,Pacific
175.07,84.063,1994.0,8.0,74.0,2155.2,Pacific
175.07,84.063,1994.0,8.0,84.0,2154.6,Pacific
175.07,84.063,1994.0,8.0,94.0,2158.0,Pacific
175.07,84.063,1994.0,8.0,104.0,2151.3,Pacific
175.07,84.063,1994.0,8.0,124.0,2161.3,Pacific
175.07,84.063,1994.0,8.0,144.0,2163.3,Pacific
175.07,84.063,1994.0,8.0,164.0,2162.7,Pacific
175.07,84.063,1994.0,8.0,194.0,2160.7,Pacific
175.07,84.063,1994.0,8.0,224.0,2155.2,Pacific
175.07,84.063,1994.0,8.0,264.0,2155.7,Pacific
175.07,84.063,1994.0,8.0,294.0,2157.1,Pacific
175.07,84.063,1994.0,8.0,325.0,2158.2,Pacific
175.07,84.063,1994.0,8.0,385.0,2159.3,Pacific
175.07,84.063,1994.0,8.0,445.0,2159.0,Pacific
175.07,84.063,1994.0,8.0,506.0,2159.5,Pacific
175.07,84.063,1994.0,8.0,652.0,2164.6,Pacific
175.07,84.063,1994.0,8.0,802.0,2162.2,Pacific
175.07,84.063,1994.0,8.0,1002.0,2158.3,Pacific
175.07,84.063,1994.0,8.0,1202.0,2161.0,Pacific
175.07,84.063,1994.0,8.0,1401.0,2158.6,Pacific
175.07,84.063,1994.0,8.0,1601.0,2153.6,Pacific
175.07,84.063,1994.0,8.0,1801.0,2156.1,Pacific
175.07,84.063,1994.0,8.0,2001.0,2155.4,Pacific
175.07,84.063,1994.0,8.0,2200.0,2159.5,Pacific
175.07,84.063,1994.0,8.0,2400.0,2161.0,Pacific
175.07,84.063,1994.0,8.0,2600.0,2158.0,Pacific
175.07,84.063,1994.0,8.0,2799.0,2154.3,Pacific
175.07,84.063,1994.0,8.0,2950.0,2153.8,Pacific
175.07,84.063,1994.0,8.0,3049.0,2156.1,Pacific
175.07,84.063,1994.0,8.0,3129.0,2154.9,Pacific
170.69,84.852,1994.0,8.0,11.0,2090.7,Pacific
170.69,84.852,1994.0,8.0,41.0,2125.5,Pacific
170.69,84.852,1994.0,8.0,56.0,2129.9,Pacific
170.69,84.852,1994.0,8.0,71.0,2140.1,Pacific
170.69,84.852,1994.0,8.0,91.0,2149.6,Pacific
170.69,84.852,1994.0,8.0,106.0,2151.5,Pacific
170.69,84.852,1994.0,8.0,121.0,2155.3,Pacific
170.69,84.852,1994.0,8.0,131.0,2155.3,Pacific
170.69,84.852,1994.0,8.0,141.0,2154.0,Pacific
170.69,84.852,1994.0,8.0,161.0,2157.5,Pacific
170.69,84.852,1994.0,8.0,186.0,2156.9,Pacific
170.69,84.852,1994.0,8.0,211.0,2154.1,Pacific
170.69,84.852,1994.0,8.0,235.0,2152.8,Pacific
170.69,84.852,1994.0,8.0,265.0,2153.3,Pacific
170.69,84.852,1994.0,8.0,301.0,2154.6,Pacific
170.69,84.852,1994.0,8.0,350.0,2153.2,Pacific
170.69,84.852,1994.0,8.0,391.0,2153.9,Pacific
170.69,84.852,1994.0,8.0,430.0,2154.2,Pacific
170.69,84.852,1994.0,8.0,500.0,2156.7,Pacific
170.69,84.852,1994.0,8.0,624.0,2157.1,Pacific
170.69,84.852,1994.0,8.0,750.0,2156.2,Pacific
170.69,84.852,1994.0,8.0,900.0,2160.4,Pacific
170.69,84.852,1994.0,8.0,1050.0,2158.0,Pacific
170.69,84.852,1994.0,8.0,1200.0,2157.7,Pacific
170.69,84.852,1994.0,8.0,1399.0,2155.6,Pacific
170.69,84.852,1994.0,8.0,1599.0,2156.4,Pacific
170.69,84.852,1994.0,8.0,1799.0,2161.0,Pacific
170.69,84.852,1994.0,8.0,1999.0,2160.3,Pacific
170.69,84.852,1994.0,8.0,2199.0,2160.1,Pacific
170.69,84.852,1994.0,8.0,2399.0,2162.7,Pacific
170.69,84.852,1994.0,8.0,2599.0,2160.5,Pacific
170.69,84.852,1994.0,8.0,2797.0,2161.4,Pacific
170.69,84.852,1994.0,8.0,2998.0,2160.7,Pacific
170.69,84.852,1994.0,8.0,3197.0,2162.2,Pacific
170.69,84.852,1994.0,8.0,3317.0,2161.1,Pacific
166.7,85.892,1994.0,8.0,11.0,2071.7,Pacific
166.7,85.892,1994.0,8.0,27.0,2085.6,Pacific
166.7,85.892,1994.0,8.0,37.0,2119.0,Pacific
166.7,85.892,1994.0,8.0,47.0,2152.0,Pacific
166.7,85.892,1994.0,8.0,62.0,2150.9,Pacific
166.7,85.892,1994.0,8.0,77.0,2153.2,Pacific
166.7,85.892,1994.0,8.0,92.0,2151.9,Pacific
166.7,85.892,1994.0,8.0,112.0,2154.6,Pacific
166.7,85.892,1994.0,8.0,132.0,2154.4,Pacific
166.7,85.892,1994.0,8.0,151.0,2155.3,Pacific
166.7,85.892,1994.0,8.0,171.0,2156.1,Pacific
166.7,85.892,1994.0,8.0,191.0,2154.8,Pacific
166.7,85.892,1994.0,8.0,211.0,2152.0,Pacific
166.7,85.892,1994.0,8.0,241.0,2150.8,Pacific
166.7,85.892,1994.0,8.0,275.0,2154.4,Pacific
166.7,85.892,1994.0,8.0,310.0,2151.6,Pacific
166.7,85.892,1994.0,8.0,381.0,2151.8,Pacific
166.7,85.892,1994.0,8.0,430.0,2153.5,Pacific
166.7,85.892,1994.0,8.0,490.0,2160.1,Pacific
166.7,85.892,1994.0,8.0,550.0,2155.1,Pacific
166.7,85.892,1994.0,8.0,649.0,2153.9,Pacific
166.7,85.892,1994.0,8.0,798.0,2155.3,Pacific
166.7,85.892,1994.0,8.0,923.0,2155.1,Pacific
166.7,85.892,1994.0,8.0,1097.0,2156.2,Pacific
166.7,85.892,1994.0,8.0,1300.0,2155.9,Pacific
166.7,85.892,1994.0,8.0,1500.0,2155.8,Pacific
166.7,85.892,1994.0,8.0,1698.0,2159.3,Pacific
166.7,85.892,1994.0,8.0,1897.0,2158.1,Pacific
166.7,85.892,1994.0,8.0,2095.0,2161.4,Pacific
166.7,85.892,1994.0,8.0,2294.0,2163.1,Pacific
166.7,85.892,1994.0,8.0,2493.0,2162.2,Pacific
166.7,85.892,1994.0,8.0,2693.0,2161.9,Pacific
166.7,85.892,1994.0,8.0,2892.0,2161.7,Pacific
166.7,85.892,1994.0,8.0,3090.0,2160.5,Pacific
166.7,85.892,1994.0,8.0,3288.0,2159.9,Pacific
166.7,85.892,1994.0,8.0,3451.0,2157.3,Pacific
160.71,87.155,1994.0,8.0,17.0,2096.4,Pacific
160.71,87.155,1994.0,8.0,32.0,2130.3,Pacific
160.71,87.155,1994.0,8.0,52.0,2145.4,Pacific
160.71,87.155,1994.0,8.0,72.0,2155.8,Pacific
160.71,87.155,1994.0,8.0,92.0,2152.5,Pacific
160.71,87.155,1994.0,8.0,113.0,2161.6,Pacific
160.71,87.155,1994.0,8.0,132.0,2161.7,Pacific
160.71,87.155,1994.0,8.0,152.0,2161.2,Pacific
160.71,87.155,1994.0,8.0,182.0,2166.2,Pacific
160.71,87.155,1994.0,8.0,202.0,2156.4,Pacific
160.71,87.155,1994.0,8.0,227.0,2156.5,Pacific
160.71,87.155,1994.0,8.0,252.0,2154.4,Pacific
160.71,87.155,1994.0,8.0,276.0,2151.9,Pacific
160.71,87.155,1994.0,8.0,301.0,2154.8,Pacific
160.71,87.155,1994.0,8.0,350.0,2156.2,Pacific
160.71,87.155,1994.0,8.0,400.0,2153.9,Pacific
160.71,87.155,1994.0,8.0,450.0,2155.6,Pacific
160.71,87.155,1994.0,8.0,500.0,2156.4,Pacific
160.71,87.155,1994.0,8.0,550.0,2153.1,Pacific
160.71,87.155,1994.0,8.0,599.0,2156.6,Pacific
160.71,87.155,1994.0,8.0,698.0,2154.4,Pacific
160.71,87.155,1994.0,8.0,798.0,2150.7,Pacific
160.71,87.155,1994.0,8.0,997.0,2148.6,Pacific
160.71,87.155,1994.0,8.0,1196.0,2156.0,Pacific
160.71,87.155,1994.0,8.0,1347.0,2156.8,Pacific
160.71,87.155,1994.0,8.0,1746.0,2156.6,Pacific
160.71,87.155,1994.0,8.0,1997.0,2161.1,Pacific
160.71,87.155,1994.0,8.0,2246.0,2161.6,Pacific
160.71,87.155,1994.0,8.0,2496.0,2163.9,Pacific
160.71,87.155,1994.0,8.0,2745.0,2160.5,Pacific
160.71,87.155,1994.0,8.0,3245.0,2164.0,Pacific
160.71,87.155,1994.0,8.0,3494.0,2160.6,Pacific
160.71,87.155,1994.0,8.0,3933.0,2160.5,Pacific
147.83,88.065,1994.0,8.0,12.0,2108.6,Pacific
147.83,88.065,1994.0,8.0,24.0,2118.0,Pacific
147.83,88.065,1994.0,8.0,37.0,2122.2,Pacific
147.83,88.065,1994.0,8.0,57.0,2157.6,Pacific
147.83,88.065,1994.0,8.0,72.0,2156.1,Pacific
147.83,88.065,1994.0,8.0,87.0,2160.2,Pacific
147.83,88.065,1994.0,8.0,107.0,2160.9,Pacific
147.83,88.065,1994.0,8.0,122.0,2159.2,Pacific
147.83,88.065,1994.0,8.0,142.0,2156.5,Pacific
147.83,88.065,1994.0,8.0,162.0,2157.0,Pacific
147.83,88.065,1994.0,8.0,202.0,2156.8,Pacific
147.83,88.065,1994.0,8.0,232.0,2153.4,Pacific
147.83,88.065,1994.0,8.0,262.0,2151.4,Pacific
147.83,88.065,1994.0,8.0,297.0,2154.4,Pacific
147.83,88.065,1994.0,8.0,332.0,2153.5,Pacific
147.83,88.065,1994.0,8.0,382.0,2152.4,Pacific
147.83,88.065,1994.0,8.0,432.0,2154.9,Pacific
147.83,88.065,1994.0,8.0,502.0,2156.1,Pacific
147.83,88.065,1994.0,8.0,602.0,2156.0,Pacific
147.83,88.065,1994.0,8.0,702.0,2156.7,Pacific
147.83,88.065,1994.0,8.0,852.0,2155.3,Pacific
147.83,88.065,1994.0,8.0,1002.0,2153.6,Pacific
147.83,88.065,1994.0,8.0,1152.0,2159.5,Pacific
147.83,88.065,1994.0,8.0,1362.0,2160.1,Pacific
147.83,88.065,1994.0,8.0,1572.0,2160.6,Pacific
147.83,88.065,1994.0,8.0,1752.0,2161.0,Pacific
147.83,88.065,1994.0,8.0,1901.0,2159.6,Pacific
147.83,88.065,1994.0,8.0,2026.0,2162.4,Pacific
147.83,88.065,1994.0,8.0,2125.0,2162.2,Pacific
147.83,88.065,1994.0,8.0,2125.0,2160.6,Pacific
142.74,88.79,1994.0,8.0,11.0,2106.9,Pacific
142.74,88.79,1994.0,8.0,16.0,2111.2,Pacific
142.74,88.79,1994.0,8.0,26.0,2121.5,Pacific
142.74,88.79,1994.0,8.0,36.0,2135.1,Pacific
142.74,88.79,1994.0,8.0,46.0,2137.9,Pacific
142.74,88.79,1994.0,8.0,56.0,2138.4,Pacific
142.74,88.79,1994.0,8.0,66.0,2139.3,Pacific
142.74,88.79,1994.0,8.0,81.0,2142.2,Pacific
142.74,88.79,1994.0,8.0,96.0,2144.9,Pacific
142.74,88.79,1994.0,8.0,116.0,2147.5,Pacific
142.74,88.79,1994.0,8.0,146.0,2150.3,Pacific
142.74,88.79,1994.0,8.0,175.0,2150.2,Pacific
142.74,88.79,1994.0,8.0,205.0,2151.8,Pacific
142.74,88.79,1994.0,8.0,220.0,2150.9,Pacific
142.74,88.79,1994.0,8.0,244.0,2148.4,Pacific
142.74,88.79,1994.0,8.0,269.0,2151.5,Pacific
142.74,88.79,1994.0,8.0,299.0,2153.3,Pacific
142.74,88.79,1994.0,8.0,329.0,2155.8,Pacific
142.74,88.79,1994.0,8.0,368.0,2155.8,Pacific
142.74,88.79,1994.0,8.0,418.0,2158.4,Pacific
142.74,88.79,1994.0,8.0,468.0,2161.5,Pacific
142.74,88.79,1994.0,8.0,528.0,2158.6,Pacific
142.74,88.79,1994.0,8.0,597.0,2161.8,Pacific
142.74,88.79,1994.0,8.0,696.0,2164.5,Pacific
142.74,88.79,1994.0,8.0,798.0,2166.6,Pacific
142.74,88.79,1994.0,8.0,870.0,2168.4,Pacific
142.74,88.79,1994.0,8.0,944.0,2167.6,Pacific
142.74,88.79,1994.0,8.0,1009.0,2167.4,Pacific
139.99,88.863,1994.0,8.0,11.0,2114.5,Pacific
139.99,88.863,1994.0,8.0,21.0,2116.0,Pacific
139.99,88.863,1994.0,8.0,31.0,2128.8,Pacific
139.99,88.863,1994.0,8.0,51.0,2140.9,Pacific
139.99,88.863,1994.0,8.0,72.0,2144.1,Pacific
139.99,88.863,1994.0,8.0,91.0,2146.8,Pacific
139.99,88.863,1994.0,8.0,101.0,2143.8,Pacific
139.99,88.863,1994.0,8.0,121.0,2149.3,Pacific
139.99,88.863,1994.0,8.0,151.0,2149.9,Pacific
139.99,88.863,1994.0,8.0,181.0,2147.0,Pacific
139.99,88.863,1994.0,8.0,211.0,2148.6,Pacific
139.99,88.863,1994.0,8.0,251.0,2149.9,Pacific
139.99,88.863,1994.0,8.0,301.0,2147.6,Pacific
139.99,88.863,1994.0,8.0,341.0,2152.3,Pacific
139.99,88.863,1994.0,8.0,401.0,2152.7,Pacific
139.99,88.863,1994.0,8.0,450.0,2156.5,Pacific
139.99,88.863,1994.0,8.0,501.0,2159.0,Pacific
139.99,88.863,1994.0,8.0,551.0,2160.3,Pacific
139.99,88.863,1994.0,8.0,601.0,2161.3,Pacific
139.99,88.863,1994.0,8.0,701.0,2165.4,Pacific
139.99,88.863,1994.0,8.0,801.0,2164.9,Pacific
139.99,88.863,1994.0,8.0,1001.0,2166.8,Pacific
139.99,88.863,1994.0,8.0,1200.0,2165.6,Pacific
139.99,88.863,1994.0,8.0,1400.0,2164.2,Pacific
139.99,88.863,1994.0,8.0,1600.0,2166.1,Pacific
139.99,88.863,1994.0,8.0,1799.0,2165.5,Pacific
139.99,88.863,1994.0,8.0,1978.0,2164.1,Pacific
139.21,88.95,1994.0,8.0,12.0,2108.8,Pacific
